Symbol,Datetime,Open,High,Low,Close,Volume,Best_Bid_Size,Best_Ask_Size,Total_Bid_Depth,Total_Ask_Depth,Spread
SOL-USD,2025-04-26 17:10:00-04:00,148.81,148.91,148.76,148.84,731.47233438,3.99140507,39.77735099,304685.0067320211,695971.8200935214,0.0099999999999909
SOL-USD,2025-04-26 17:15:00-04:00,148.96,148.96,148.89,148.9,204.43816756,6.93467208,10.60833153,304339.0149715413,696549.5223822413,0.0100000000000193
SOL-USD,2025-04-26 17:15:00-04:00,148.96,149.0,148.89,148.98,460.33789382,3.66760239,1.29135775,304096.01697624143,696607.1156621814,0.0099999999999909
SOL-USD,2025-04-26 17:15:00-04:00,148.96,149.0,148.89,148.92,599.65667954,1.11662831,9.67513649,305506.21564837114,696434.1757220314,0.0099999999999909
SOL-USD,2025-04-26 17:15:00-04:00,148.96,149.0,148.79,148.79,796.26560237,4.00418304,65.12299481,302123.7405888811,696366.2721903814,0.0100000000000193
SOL-USD,2025-04-26 17:15:00-04:00,148.96,149.0,148.73,148.75,1021.1185275,0.03175673,24.79595083,302061.7616348111,696251.2016781013,0.0099999999999909
SOL-USD,2025-04-26 17:20:00-04:00,148.67,148.67,148.64,148.65,12.28714179,22.70845694,28.24301825,301608.6153116011,697340.5125551514,0.0100000000000193
SOL-USD,2025-04-26 17:20:00-04:00,148.67,148.67,148.63,148.65,62.53493171,15.09147947,14.82893368,301642.9484352611,697362.6492747914,0.0100000000000193
SOL-USD,2025-04-26 17:20:00-04:00,148.67,148.72,148.63,148.65,771.310249,0.0346969,13.29620311,301234.38945304113,696605.4475288613,0.0100000000000193
SOL-USD,2025-04-26 17:20:00-04:00,148.67,148.72,148.63,148.68,859.73373111,38.87146054,11.44931538,301691.70575329114,695152.9230494812,0.0099999999999909
SOL-USD,2025-04-26 17:20:00-04:00,148.67,148.89,148.63,148.89,1299.93065086,47.23471817,5.85307791,302022.9743893411,695964.1839711213,0.0100000000000193
SOL-USD,2025-04-26 17:25:00-04:00,148.9,148.92,148.88,148.92,102.54279046,3.31865431,9.11088708,302069.18230536114,695124.2885229512,0.0099999999999909
SOL-USD,2025-04-26 17:25:00-04:00,148.9,148.94,148.87,148.88,220.57350875,41.25414954,0.02123091,302109.7204891712,695555.8318500111,0.0099999999999909
SOL-USD,2025-04-26 17:25:00-04:00,148.9,148.94,148.81,148.84,340.18777447,21.44719664,3.48032143,305005.3174880712,696320.5065983013,0.0099999999999909
SOL-USD,2025-04-26 17:25:00-04:00,148.9,148.94,148.76,148.77,506.0147178,13.90602394,0.10787956,304403.5895471912,696247.0935376714,0.0099999999999909
SOL-USD,2025-04-26 17:25:00-04:00,148.9,148.94,148.72,148.73,576.19214246,5.2064839,6.56758293,304252.72861639137,696456.7285343014,0.0099999999999909
SOL-USD,2025-04-26 17:30:00-04:00,148.73,148.75,148.71,148.74,122.54627096,64.14177294,9.90011269,304179.8317689914,696475.7777505514,0.0099999999999909
SOL-USD,2025-04-26 17:30:00-04:00,148.73,148.76,148.68,148.74,347.11169746,58.43886422,33.26239714,306678.8557596311,695825.5087714713,0.0099999999999909
SOL-USD,2025-04-26 17:30:00-04:00,148.73,148.8,148.68,148.8,476.24394083,26.04551255,16.51049708,307479.94241000107,695550.2072374813,0.0099999999999909
SOL-USD,2025-04-26 17:30:00-04:00,148.73,148.93,148.68,148.9,771.98993915,1.71848547,21.31974279,307692.78759303107,695490.8284184912,0.0100000000000193
SOL-USD,2025-04-26 17:50:00-04:00,148.85,148.85,148.56,148.7,1310.29159516,36.73553356,4.19359318,307971.54458677105,699172.6640698516,0.0200000000000102
SOL-USD,2025-04-26 17:55:00-04:00,148.72,148.72,148.56,148.58,28.15139706,12.45692366,0.15723691,307982.9843514811,698984.5474269316,0.0099999999999909
SOL-USD,2025-04-26 18:05:00-04:00,148.75,148.95,148.62,148.94,1358.31974346,3.33753839,0.36677311,308049.424795511,697828.8002375914,0.0100000000000193
SOL-USD,2025-04-26 18:05:00-04:00,148.75,149.0,148.62,148.96,1599.16593209,25.43019212,8.39473933,308029.41506807104,697539.9096858114,0.0099999999999909
SOL-USD,2025-04-26 18:05:00-04:00,148.75,149.16,148.62,149.15,2439.76554274,22.55510324,5.93520101,306827.9200970111,698089.8878211913,0.0099999999999909
SOL-USD,2025-04-26 18:05:00-04:00,148.75,149.16,148.62,149.12,2641.86743017,0.0558701,2.82274328,307123.219698471,698251.0692876513,0.009999999999990905
