Symbol,Datetime,Open,High,Low,Close,Volume,Best_Bid_Size,Best_Ask_Size,Total_Bid_Depth,Total_Ask_Depth,Spread
DOGE-USD,2025-04-26 17:10:00-04:00,0.1807,0.18079,0.18066,0.18078,312158.8,3886.4,9140.5,88368895.39999983,250902674.20000023,1.999999999999225e-05
DOGE-USD,2025-04-26 17:15:00-04:00,0.18116,0.18116,0.18104,0.18108,258333.6,13929.1,6527.1,88264804.49999982,251007158.50000027,1.999999999999225e-05
DOGE-USD,2025-04-26 17:15:00-04:00,0.18116,0.18133,0.18104,0.18126,263348.7,13510.5,4152.7,88585872.29999982,250713414.50000024,1.999999999999225e-05
DOGE-USD,2025-04-26 17:15:00-04:00,0.18116,0.18133,0.18104,0.18109,284138.2,18927.1,540.6,88255549.89999981,250987605.10000023,1.000000000001e-05
DOGE-USD,2025-04-26 17:15:00-04:00,0.18116,0.18133,0.18104,0.1811,350094.9,6.7,2392.9,88168202.69999982,250685411.6000002,1.999999999999225e-05
DOGE-USD,2025-04-26 17:15:00-04:00,0.18116,0.18133,0.18087,0.18087,363827.0,55.2,17.4,88258081.19999982,250699171.9000002,2.999999999997449e-05
DOGE-USD,2025-04-26 17:20:00-04:00,0.18076,0.18076,0.18068,0.18071,3011.3,55.3,23.9,88380758.19999982,250841530.90000024,1.999999999999225e-05
DOGE-USD,2025-04-26 17:20:00-04:00,0.18076,0.18077,0.18067,0.18071,4847.6,55.3,1320.8,88296090.49999982,250834404.20000023,2.000000000002e-05
DOGE-USD,2025-04-26 17:20:00-04:00,0.18076,0.18078,0.18064,0.18065,48455.3,196.8,100.9,88250645.89999983,250580866.60000023,9.999999999982244e-06
DOGE-USD,2025-04-26 17:20:00-04:00,0.18076,0.18079,0.18064,0.18076,100757.0,2362.5,6.7,88055535.39999984,250791814.6000002,3.0000000000002247e-05
DOGE-USD,2025-04-26 17:20:00-04:00,0.18076,0.18111,0.18064,0.18111,111869.5,55.2,43.5,88042646.69999984,250879245.40000024,3.999999999998449e-05
DOGE-USD,2025-04-26 17:25:00-04:00,0.18117,0.18125,0.18114,0.18116,43878.2,3143.6,37.6,88306364.19999982,250862927.10000023,3.0000000000002247e-05
DOGE-USD,2025-04-26 17:25:00-04:00,0.18117,0.18125,0.18113,0.18114,47277.5,55.2,47.8,88476561.79999982,250964576.70000023,3.0000000000002247e-05
DOGE-USD,2025-04-26 17:25:00-04:00,0.18117,0.18125,0.18106,0.18107,56396.9,3016.8,36.9,88230581.09999982,250933968.30000025,1.999999999999225e-05
DOGE-USD,2025-04-26 17:25:00-04:00,0.18117,0.18125,0.18092,0.18103,73737.7,55.2,50.6,88104637.79999982,250903852.40000024,4.000000000001225e-05
DOGE-USD,2025-04-26 17:25:00-04:00,0.18117,0.18125,0.18084,0.18085,87437.6,55.2,55.2,90087259.19999984,250917462.60000023,4.000000000001225e-05
DOGE-USD,2025-04-26 17:30:00-04:00,0.18091,0.18095,0.18088,0.18093,1415.7,55.2,55.2,90297588.69999984,250967021.00000027,4.000000000001225e-05
DOGE-USD,2025-04-26 17:30:00-04:00,0.18091,0.18095,0.18082,0.18084,7933.4,55.2,55.2,90315934.29999986,250937991.80000028,3.999999999998449e-05
DOGE-USD,2025-04-26 17:30:00-04:00,0.18091,0.18095,0.18082,0.18091,10929.5,55.2,6.7,90362771.99999984,250947825.4000003,1.000000000001e-05
DOGE-USD,2025-04-26 17:30:00-04:00,0.18091,0.18107,0.18082,0.18102,25541.6,55.2,55.2,90189519.69999984,251956057.20000023,4.000000000001225e-05
DOGE-USD,2025-04-26 17:50:00-04:00,0.18076,0.18081,0.18054,0.18075,28823.2,55.3,29.9,90671945.8999999,251586707.70000023,3.0000000000002247e-05
DOGE-USD,2025-04-26 17:55:00-04:00,0.18084,0.18084,0.18059,0.18059,6340.0,6078.9,6.7,90937345.99999993,251529254.2000003,1.000000000001e-05
DOGE-USD,2025-04-26 18:05:00-04:00,0.18101,0.18125,0.18094,0.18124,60433.7,17707.1,55.1,90914493.09999986,251707773.90000024,3.0000000000002247e-05
DOGE-USD,2025-04-26 18:05:00-04:00,0.18101,0.18135,0.18094,0.18132,105315.2,553.8,229.7,91570453.89999992,251744145.90000027,3.999999999998449e-05
DOGE-USD,2025-04-26 18:05:00-04:00,0.18101,0.18168,0.18094,0.18161,544154.4,3389.6,553.8,89757226.19999984,251541759.1000003,1.999999999999225e-05
DOGE-USD,2025-04-26 18:05:00-04:00,0.18101,0.18168,0.18094,0.18156,642055.2,66.3,4712.4,89921563.99999987,251537910.50000027,2.0000000000020002e-05
